105670	4100
105671	4100
105672	4100
106531	4100
106532	4100
106533	4100
106974	4100
106975	4100
106976	4100
106984	4200
106985	4200
107131	4100
107133	4100
107219	4100
107234	4100
107250	4100
107251	4100
107258	4100
107259	4100
107260	4100
107264	4100
107265	4100
107266	4100
107279	4100
107280	4100
107281	4100
107350	4100
107351	4100
107352	4100
107353	4100
107360	4200
107361	4200
107386	4100
107387	4100
107388	4100
107389	4100
107426	4100
107428	4100
107442	4100
107548	4100
107549	4100
107550	4100
107598	4100
107599	4100
107600	4100
107601	4100
107602	4100
107603	4100
107604	4100
107608	4100
107609	4100
107610	4100
107620	4100
107621	4100
107622	4100
107624	4100
107635	4100
107636	4100
107637	4100
107642	4100
107645	4100
107646	4100
107647	4100
107648	4100
107649	4100
107658	4100
107659	4100
107660	4100
107664	4100
107671	4100
107678	4100
107699	4100
107707	4100
107712	4100
107713	4100
107714	4100
107717	4100
107718	4100
107719	4100
107720	4100
107732	4200
107733	4200
107737	4100
107738	4100
107739	4100
107747	4100
107758	4100
107793	4100
107801	4100
107802	4100
107803	4100
107804	4100
107805	4100
107806	4100
107810	4100
107818	4100
107825	4100
107826	4100
107827	4100
107863	4200
107864	4200
107896	4100
107897	4100
107898	4100
107911	4100
107912	4100
107913	4100
107914	4100
107915	4100
107916	4100
107917	4100
107946	4100
107947	4100
107948	4100
107949	4100
107951	4100
107966	4100
107992	4100
107995	4100
107996	4100
107997	4100
107998	4100
107999	4100
108000	4100
108004	4200
108005	4200
108030	4100
108060	4100
108085	4100
108098	4200
108099	4200
108107	4100
108108	4100
108109	4100
108114	4100
108115	4100
108116	4100
108133	4100
108134	4100
108135	4100
108142	4100
108149	4100
108150	4100
108151	4100
108152	4100
108153	4100
108154	4100
108157	4100
108169	4100
108175	4100
108178	4100
108231	4200
108232	4200
108233	4100
108234	4100
108235	4100
108236	4100
108237	4100
108256	4100
108259	4100
108260	4100
108261	4100
108266	4100
108267	4100
108268	4100
108270	6000
108271	6000
108272	6000
108281	4100
108282	4100
108283	4100
108284	4100
108285	4100
108286	4100
108303	4100
108304	4100
108305	4100
108314	4100
108316	4100
108317	4100
108318	4100
108320	4100
108328	4100
108329	4100
108330	4100
108335	4100
108340	4200
108341	4200
108352	6002
108353	6002
108361	4100
108364	4100
108373	4100
108374	4100
108375	4100
108376	4100
108377	4100
108378	4100
108379	4100
108380	4100
108381	4100
108436	4110
108437	4100
108438	4100
108439	4100
108444	4100
108445	4100
108446	4100
108462	4100
108470	4100
108634	4200
108635	4200
108636	4100
108637	4100
108638	4100
108639	4100
108640	4100
108641	4100
108642	4200
108643	4200
108644	4100
108645	4100
108646	4100
108648	4100
108649	4100
108650	4100
108660	4100
108663	4100
108664	4100
108665	4100
108666	4100
108667	4100
108668	4100
108670	4100
108679	4100
108698	4100
108699	4100
108734	4100
108741	4100
108744	4200
108745	4200
108752	4100
108753	4100
108756	4100
108761	4100
108772	4100
108776	4100
108777	4100
108779	6000
108780	6000
108781	6000
108783	4100
108784	4100
108785	4100
108786	4100
108787	4100
108788	4100
108854	5000
108855	5000
108856	5000
108861	4100
108868	4100
108869	4100
108870	4100
108874	4100
108875	4100
108876	4100
108903	4100
108904	4100
108905	4100
108910	4100
108917	4100
108942	4100
108943	4100
108944	4100
108945	4100
108946	4100
108947	4100
108953	4100
108958	4100
108959	4100
108960	4100
108964	4200
108965	4200
109015	4100
109017	4100
109020	4100
109049	4100
109064	4200
109065	4200
109077	4200
109078	4200
109084	4100
109085	4100
109086	4100
109087	4100
109088	4100
109089	4100
109145	4100
109146	4100
109147	4100
109148	4100
109152	6000
109219	4100
109226	4100
109227	4100
109228	4100
109233	4100
109234	4100
109235	4100
109245	4100
109246	4100
109247	4100
109251	4100
109252	4100
109253	4100
109254	4100
109256	4100
109265	4100
109266	4100
109267	4100
109316	6002
109317	6002
109318	6002
109323	4100
109357	4100
109411	4100
109412	4100
109413	4100
109416	4100
109419	4100
109421	4100
109424	4100
109442	4100
109443	4100
109444	4100
109445	4100
109446	4100
109447	4100
109453	6000
109454	6000
109455	6000
109456	4100
109462	4100
109463	4100
109464	4100
109467	4100
109468	4100
109469	4100
109480	4100
109481	4100
109482	4100
109492	4100
109493	4100
109494	4100
109495	4100
109496	4100
109497	4100
109498	4100
109499	4100
109500	4100
109501	4100
109502	4100
109503	4100
109512	6002
109513	6002
109514	6002
109525	4100
109532	4100
109533	4100
109534	4100
109547	4100
109548	4100
109549	4100
109582	4100
109583	4100
109584	4100
109616	4100
109617	4100
109618	4100
109639	4100
109640	4100
109641	4100
109644	4100
109650	4100
109651	4100
109652	4100
109676	4200
109677	4200
109694	4100
109727	4100
109728	4100
109729	4100
109752	4100
109756	4100
109757	4100
109758	4100
109759	4100
109760	4100
109761	4100
109762	4200
109763	4200
109812	4200
109813	4200
109815	4200
109816	4200
109817	4100
109818	4100
109819	4100
109836	4100
109837	4100
109838	4100
109839	4100
109851	4100
109852	4100
109853	4100
109854	4200
109855	4200
109856	4100
109859	4100
109860	4100
109861	4100
109862	4200
109863	4200
109864	4100
109865	4100
109866	4100
109867	4100
109868	4100
109869	4100
109872	4100
109887	4100
109888	4100
109889	4100
109964	4100
109965	4100
109966	4100
109978	4100
109979	4100
109980	4100
109992	4100
109998	4100
109999	4100
110000	4100
110024	4100
110025	4100
110026	4100
110035	4100
110036	4100
110037	4100
110038	4100
110039	4100
110040	4100
110041	4100
110042	4100
110043	4100
110044	4100
110045	4100
110046	4100
